Dato;Tekst;Beløb;Afstem;Saldo;Rentedato
16-08-2013;DK-NOTA50785 SUPERBEST, ØSTERBR;-405,85;N;-373,47;16-08-2013
16-08-2013;DK-NOTA18486 WWW.TAENK.DK/SHOP;-619,00;N;32,38;16-08-2013
15-08-2013;DK-NOTA63675 NETTO SØLVGADE;-214,57;N;651,38;15-08-2013
15-08-2013;DK-NOTA32407 ØKO-BAGERIET;-23,00;N;865,95;15-08-2013
15-08-2013;Overførsel div;1.000,00;N;888,95;15-08-2013
14-08-2013;DK-NOTA94049 IRMA 23082;-113,00;N;-111,05;14-08-2013
13-08-2013;DK-NOTA94831 IRMA STENGÅRDS A;-141,00;N;1,95;13-08-2013
12-08-2013;DK-NOTA96243 IRMA RØDOVRECENT.;-261,50;N;142,95;12-08-2013
12-08-2013;Overførsel div;4.000,00;N;404,45;12-08-2013
09-08-2013;DK-NOTA62273 SUPERBEST, ØSTERBR;-397,20;N;-3.595,55;09-08-2013
09-08-2013;DK-NOTA18996 SHELL SERVICE-1069;-580,43;N;-3.198,35;09-08-2013
08-08-2013;DK-NOTA27911 IRMA LYNGBYHOVEDG.;-92,50;N;-2.617,92;08-08-2013
08-08-2013;DK-NOTA  171 LYNGBY SVANE APOTE;-1.303,00;N;-2.525,42;08-08-2013
08-08-2013;DK-NOTA86836 MUSIK-CONDITORIET;-59,00;N;-1.222,42;08-08-2013
07-08-2013;Automat  845 NORDEA BANK DANMAR;-500,00;N;-1.163,42;07-08-2013
06-08-2013;DK-NOTA54439 TV 2/DANMARK;-119,00;N;-663,42;06-08-2013
06-08-2013;DK-NOTA  420 ELGIGANTEN 3031;-2.098,00;N;-544,42;06-08-2013
06-08-2013;DK-NOTA 3280 REMA 1000 STENGÅRD;-75,70;N;1.553,58;06-08-2013
06-08-2013;APPLE;-24,00;N;1.629,28;06-08-2013
06-08-2013;APPLE;-189,00;N;1.653,28;06-08-2013
05-08-2013;DK-NOTA13521 STICKS N SUSHI A/S;-567,00;N;1.842,28;05-08-2013
05-08-2013;DK-NOTA74754 IRMA RØDOVRECENT.;-152,00;N;2.409,28;05-08-2013
05-08-2013;DK-NOTA88821 OKHOLM FOTO;-498,00;N;2.561,28;05-08-2013
05-08-2013;DK-NOTA73044 IMERCO RØDOVRE;-479,85;N;3.059,28;05-08-2013
05-08-2013;DK-NOTA53501 DK HOSTMASTER A/S;-45,00;N;3.539,13;05-08-2013
05-08-2013;Overførsel Gryder+KSSkærm;3.000,00;N;3.584,13;05-08-2013
02-08-2013;DK-NOTA29766 KVICKLY BUDDINGE;-169,85;N;584,13;02-08-2013
02-08-2013;DK-NOTA21865 2418 APCOA PARKING;-14,50;N;753,98;02-08-2013
01-08-2013;DK-NOTA22629 IRMA LYNGBYHOVEDG.;-368,00;N;768,48;01-08-2013
01-08-2013;DK-NOTA30958 LYNGBY SVANE APOTE;-339,40;N;1.136,48;01-08-2013
01-08-2013;DK-NOTA13431 STICKS N SUSHI A/S;-506,00;N;1.475,88;01-08-2013
31-07-2013;WWW.NETFLIX.COM;-79,00;N;1.981,88;31-07-2013
30-07-2013;DK-NOTA  524 TRYG FORSIKRING A/;-10,50;N;2.060,88;30-07-2013
29-07-2013;DK-NOTA 3057 7-ELEVEN B 438;-598,58;N;2.071,38;29-07-2013
29-07-2013;DK-NOTA10087 Q8 SERVICE - 8037;-149,95;N;2.669,96;29-07-2013
29-07-2013;DK-NOTAN5191 TELMORE A/S;-201,39;N;2.819,91;29-07-2013
29-07-2013;DK-NOTA55152 KVICKLY BUDDINGE;-159,34;N;3.021,30;29-07-2013
26-07-2013;DK-NOTA13554 PARKERING KBH KA;-20,50;N;3.180,64;26-07-2013
26-07-2013;DK-NOTA13552 PARKERING KBH KA;-45,50;N;3.201,14;26-07-2013
25-07-2013;DK-NOTA 5709 METRO GLOSTRUP;-974,24;N;3.246,64;25-07-2013
25-07-2013;DK-NOTA61500 SILVAN GLADSAXE;-41,90;N;4.220,88;25-07-2013
24-07-2013;DK-NOTA 2813 ELGIGANTEN A/S;-813,00;N;4.262,78;24-07-2013
24-07-2013;WWW.NETFLIX.COM;-79,00;N;5.075,78;24-07-2013
23-07-2013;DK-NOTA 5703 VIAPLAY;-199,00;N;5.154,78;23-07-2013
22-07-2013;DK-NOTA  878 NEMLIG.COM;-688,35;N;5.353,78;22-07-2013
22-07-2013;APPLE;-35,00;N;6.042,13;22-07-2013
19-07-2013;DK-NOTA75054 IKEA - 121, ECO;-1.155,00;N;6.077,13;19-07-2013
19-07-2013;DK-NOTA81514 SILVAN GLADSAXE;-221,80;N;7.232,13;19-07-2013
18-07-2013;DK-NOTA 6150 REMA 1000 STENGÅRD;-166,58;N;7.453,93;18-07-2013
17-07-2013;DK-NOTA53553 PARKERING KBH NV-G;-25,50;N;7.620,51;17-07-2013
17-07-2013;DK-NOTA84030 CAFE BANKERÅT;-31,00;N;7.646,01;17-07-2013
17-07-2013;DK-NOTA31701 TELIA.DK;-348,00;N;7.677,01;17-07-2013
15-07-2013;DK-NOTA85235 SPAR ORDRUP;-88,85;N;8.025,01;15-07-2013
12-07-2013;DK-NOTA84562 SPAR ORDRUP;-222,85;N;8.113,86;12-07-2013
12-07-2013;DK-NOTA74412 REJSEKORT-WEBSALG;-300,00;N;8.336,71;12-07-2013
12-07-2013;APPLE;-64,00;N;8.636,71;12-07-2013
12-07-2013;APPLE;-8,00;N;8.700,71;12-07-2013
12-07-2013;HBONORDIC.COM;-79,00;N;8.708,71;12-07-2013
11-07-2013;DK-NOTA  661 DANSK SHELL- 1633;-484,70;N;8.787,71;11-07-2013
11-07-2013;OVERSKYDENDE SKAT;6.627,00;N;9.272,41;11-07-2013
11-07-2013;INDDÆK;4.000,00;N;2.645,41;11-07-2013
10-07-2013;DK-NOTA31880 PARKERING KBH IN;-17,50;N;-1.354,59;10-07-2013
10-07-2013;DK-NOTA44206 MJ COFFEE;-53,00;N;-1.337,09;10-07-2013
10-07-2013;DK-NOTA44204 MJ COFFEE;-176,00;N;-1.284,09;10-07-2013
10-07-2013;DK-NOTA20591 SAKURA;-300,00;N;-1.108,09;10-07-2013
09-07-2013;DK-NOTA16553 PARKERING KBH VB-B;-11,50;N;-808,09;09-07-2013
08-07-2013;DK-NOTAC3386 BILLETNET A/S;-642,09;N;-796,59;08-07-2013
08-07-2013;DK-NOTA31654 TELIA MOBILE;-200,00;N;-154,50;08-07-2013
08-07-2013;DK-NOTA44531 TV 2/DANMARK;-119,00;N;45,50;08-07-2013
08-07-2013;DK-NOTA12992 STICKS N SUSHI A/S;-626,00;N;164,50;08-07-2013
08-07-2013;DK-NOTA 4244 METRO GLOSTRUP;-2.357,48;N;790,50;08-07-2013
08-07-2013;Overførsel Metro;2.000,00;N;3.147,98;08-07-2013
05-07-2013;DK-NOTA 9192 ELGIGANTEN 3014;-5.600,00;N;1.147,98;05-07-2013
05-07-2013;Overførsel tv;6.000,00;N;6.747,98;05-07-2013
04-07-2013;DK-NOTA  210 DEN FLINKE SLAGTER;-54,00;N;747,98;04-07-2013
04-07-2013;DK-NOTA71630 SILVAN GLADSAXE;-269,75;N;801,98;04-07-2013
04-07-2013;DK-NOTA11046 MATAS - 15288;-409,95;N;1.071,73;04-07-2013
04-07-2013;DK-NOTA83344 MUSIK-CONDITORIET;-56,00;N;1.481,68;04-07-2013
03-07-2013;Overførsel Div;2.500,00;N;1.537,68;03-07-2013
02-07-2013;WWW.NETFLIX.COM;-79,00;N;-962,32;02-07-2013
01-07-2013;DK-NOTA15494 SUPERBEST HILLERØD;-322,75;N;-883,32;01-07-2013
01-07-2013;DK-NOTA58980 REINH. VAN HAUEN;-51,40;N;-560,57;01-07-2013
01-07-2013;DK-NOTA23577 MATAS - 15288;-184,90;N;-509,17;01-07-2013
01-07-2013;DK-NOTA 8183 TELIA LYNGBY ERH;-129,00;N;-324,27;01-07-2013
01-07-2013;DK-NOTA71624 IRMA STENGÅRDS A;-298,75;N;-195,27;01-07-2013
01-07-2013;DK-NOTA 7706 SHELL SERVICE-1187;-517,20;N;103,48;01-07-2013
01-07-2013;DK-NOTA 1933 SILVAN GLADSAXE;-1.332,20;N;620,68;01-07-2013
01-07-2013;Overførsel Dv;3.000,00;N;1.952,88;01-07-2013
28-06-2013;DK-NOTA 1853 ZONETERAPICENTERET;-825,00;N;-1.047,12;28-06-2013
28-06-2013;Rente;-37,10;N;-222,12;01-07-2013
28-06-2013;DK-NOTA97122 IKEA - 121, ECO;-378,00;N;-185,02;28-06-2013
28-06-2013;Fremmed automat i åbningstid;-8,00;N;192,98;28-06-2013
28-06-2013;DK-NOTA 3694 KIOSK T B;-166,00;N;200,98;28-06-2013
28-06-2013;Overførsel Div;2.000,00;N;366,98;28-06-2013
27-06-2013;DK-NOTA99237 REMA 1000;-167,60;N;-1.633,02;27-06-2013
26-06-2013;DK-NOTA20318 LETZ SUSHI;-275,00;N;-1.465,42;26-06-2013
26-06-2013;DK-NOTA73502 CAFE DEN BLÅ HUND;-35,00;N;-1.190,42;26-06-2013
25-06-2013;Overførsel Div;4.550,00;N;-1.155,42;25-06-2013
25-06-2013;PAYPAL *LEVISTRAUSS;-1.498,00;N;-5.705,42;25-06-2013
25-06-2013;DIV;5.000,00;N;-4.207,42;25-06-2013
24-06-2013;DK-NOTA 2197 VIAPLAY;-199,00;N;-9.207,42;24-06-2013
24-06-2013;DK-NOTA67252 IRMA STENGÅRDS A;-176,75;N;-9.008,42;24-06-2013
24-06-2013;DK-NOTA18138 MAGASIN, LYNGBY;-175,00;N;-8.831,67;24-06-2013
24-06-2013;DK-NOTA83121 MAGASIN, LYNGBY;-264,00;N;-8.656,67;24-06-2013
24-06-2013;DK-NOTA 8402 PARKERING LYNGBY;-11,50;N;-8.392,67;24-06-2013
24-06-2013;DK-NOTA95234 IKEA - 121, ECO;-969,00;N;-8.381,17;24-06-2013
21-06-2013;DK-NOTA20668 SHELL SERVICE-1133;-635,36;N;-7.412,17;21-06-2013
21-06-2013;DK-NOTA19598 PLUS1 RØDOVRE PARK;-336,23;N;-6.776,81;21-06-2013
20-06-2013;DK-NOTA65499 IRMA 23089 CITY;-328,75;N;-6.440,58;20-06-2013
20-06-2013;DK-NOTA 1845 ZONETERAPICENTERET;-825,00;N;-6.111,83;20-06-2013
20-06-2013;AVID EMEA EUR;-417,90;N;-5.286,83;20-06-2013
20-06-2013;AVID EMEA EUR;-2.860,41;N;-4.868,93;20-06-2013
20-06-2013;APPLE;-1.490,00;N;-2.008,52;20-06-2013
20-06-2013;Amazon;-589,69;N;-518,52;20-06-2013
20-06-2013;Automat  325 NORDEA BANK DANMAR;-500,00;N;71,17;20-06-2013
19-06-2013;DK-NOTAC3366 BILLETNET A/S;-1.993,44;N;571,17;19-06-2013
19-06-2013;Automat  256 NORDEA BANK DANMAR;-300,00;N;2.564,61;19-06-2013
19-06-2013;LB RABAT 407325;533,00;N;2.864,61;19-06-2013
18-06-2013;Amazon;-332,47;N;2.331,61;18-06-2013
17-06-2013;DK-NOTA16759 D KOMPAGNIET APS;-361,00;N;2.664,08;17-06-2013
17-06-2013;DK-NOTA22431 KINOPALÆET A/S;-111,00;N;3.025,08;17-06-2013
17-06-2013;DK-NOTA65974 1902 KULTURHUSET L;-45,50;N;3.136,08;17-06-2013
17-06-2013;DK-NOTA64194 LAGKAGEHUSET;-131,00;N;3.181,58;17-06-2013
17-06-2013;DK-NOTA65727 1900 MAGASIN/FOG;-15,50;N;3.312,58;17-06-2013
17-06-2013;Overførsel Protools;3.000,00;N;3.328,08;17-06-2013
14-06-2013;DK-NOTA61141 DEN RIGTIGE BAGER;-162,00;N;328,08;14-06-2013
14-06-2013;Overførsel z;1.500,00;N;490,08;14-06-2013
13-06-2013;DK-NOTA 1835 ZONETERAPICENTERET;-825,00;N;-1.009,92;13-06-2013
13-06-2013;KODA;59,16;N;-184,92;13-06-2013
12-06-2013;DK-NOTA67924 CAFE DEN BLÅ HUND;-157,00;N;-244,08;12-06-2013
12-06-2013;HBONORDIC.COM;-79,00;N;-87,08;12-06-2013
12-06-2013;APPLE;-99,00;N;-8,08;12-06-2013
11-06-2013;DK-NOTA88240 REMA 1000;-38,45;N;90,92;11-06-2013
11-06-2013;DK-NOTA59383 SHELL SERVICE-1032;-652,43;N;129,37;11-06-2013
11-06-2013;DK-NOTA 1748 214 DØGNETTO GENTO;-121,90;N;781,80;11-06-2013
11-06-2013;Overførsel Div;2.500,00;N;903,70;11-06-2013
10-06-2013;DK-NOTA80813 MUSIK-CONDITORIET;-30,00;N;-1.596,30;10-06-2013
10-06-2013;DK-NOTA56567 MUSIK-CONDITORIET;-31,00;N;-1.566,30;10-06-2013
10-06-2013;DK-NOTA13678 MIKKELLER & FRIEND;-65,00;N;-1.535,30;10-06-2013
10-06-2013;DK-NOTA13676 MIKKELLER & FRIEND;-180,00;N;-1.470,30;10-06-2013
07-06-2013;DK-NOTA33045 TV 2/DANMARK;-119,00;N;-1.290,30;07-06-2013
07-06-2013;Texim-Components2Buy;-1.129,82;N;-1.171,30;07-06-2013
07-06-2013;ATM 0012 Nykredit Lyngby;-6.000,00;N;-41,48;06-06-2013
06-06-2013;DK-NOTA26615 METRO GLOSTRUP;-2.232,86;N;5.958,52;06-06-2013
06-06-2013;DK-NOTA55219 IDDESIGN LOGISTIKC;-13.022,50;N;8.191,38;06-06-2013
06-06-2013;DK-NOTA 1828 ZONETERAPICENTERET;-825,00;N;21.213,88;06-06-2013
04-06-2013;DK-NOTA48522 METRO GLOSTRUP;-3.219,98;N;22.038,88;04-06-2013
03-06-2013;DK-NOTA76048 REMA 1000 STENGÅRD;-142,50;N;25.258,86;03-06-2013
03-06-2013;DK-NOTA66870 IKEA - 121, ECO;-139,00;N;25.401,36;03-06-2013
03-06-2013;DK-NOTA59247 BILKA ISHØJ;-90,90;N;25.540,36;03-06-2013
03-06-2013;DK-NOTA49361 BILKA ISHØJ;-3.008,65;N;25.631,26;03-06-2013
31-05-2013;DK-NOTA20551 EUROPARK-2418;-10,50;N;28.639,91;31-05-2013
31-05-2013;Fremmed automat i åbningstid;-12,00;N;28.650,41;31-05-2013
31-05-2013;DK-NOTA 1284 7-ELEVEN B 438;-455,19;N;28.662,41;31-05-2013
31-05-2013;WWW.NETFLIX.COM;-79,00;N;29.117,60;31-05-2013
31-05-2013;DK-NOTA91703 LYNGBY PIZZARIA;-157,00;N;29.196,60;31-05-2013
30-05-2013;DK-NOTA24696 REMA 1000 STENGÅRD;-156,91;N;29.353,60;30-05-2013
30-05-2013;FUTURE PUBLISHING;-678,18;N;29.510,51;30-05-2013
30-05-2013;DK-NOTA 1819 ZONETERAPICENTERET;-825,00;N;30.188,69;30-05-2013
30-05-2013;FLYTNING;30.000,00;N;31.013,69;30-05-2013
29-05-2013;DK-NOTA19116 LETZ SUSHI;-275,00;N;1.013,69;29-05-2013
29-05-2013;Automat  460 NORDEA BANK DANMAR;-2.000,00;N;1.288,69;29-05-2013
28-05-2013;DK-NOTA91499 LYNGBY PIZZARIA;-65,00;N;3.288,69;28-05-2013
28-05-2013;DK-NOTA74190 IRMA LYNGBYHOVEDG.;-77,25;N;3.353,69;28-05-2013
28-05-2013;ATM 0012 Nykredit Lyngby;-6.000,00;N;3.430,94;28-05-2013
28-05-2013;DK-NOTA9270  ATEA A/S;-2.012,02;N;9.430,94;28-05-2013
27-05-2013;DK-NOTA22020 REMA 1000 STENGÅRD;-77,80;N;11.442,96;27-05-2013
27-05-2013;DK-NOTA47773 ILVA LYNGBY;-499,00;N;11.520,76;27-05-2013
27-05-2013;DK-NOTA79028 MUSIK-CONDITORIET;-89,00;N;12.019,76;27-05-2013
27-05-2013;DK-NOTA15603 PALAZZO PIZZARIA,;-172,00;N;12.108,76;27-05-2013
27-05-2013;DK-NOTA90824 SUPERB PLANTAN;-75,95;N;12.280,76;27-05-2013
27-05-2013;ATM 0012 Nykredit Lyngby;-6.000,00;N;12.356,71;27-05-2013
27-05-2013;ATM 0012 Nykredit Lyngby;-6.000,00;N;18.356,71;27-05-2013
24-05-2013;DK-NOTA34086 CAFE BARTOF V/JOAK;-247,00;N;24.356,71;24-05-2013
24-05-2013;DK-NOTA34048 CAFE BARTOF V/JOAK;-36,00;N;24.603,71;24-05-2013
24-05-2013;DK-NOTA10554 SHELL SERVICE-1189;-620,96;N;24.639,71;24-05-2013
24-05-2013;Automat  274 NORDEA BANK DANMAR;-2.000,00;N;25.260,67;24-05-2013
23-05-2013;DK-NOTA 6711 FØTEX LYNGBY;-229,72;N;27.260,67;23-05-2013
23-05-2013;DK-NOTA45499 MAGASIN, LYNGBY;-399,00;N;27.490,39;23-05-2013
23-05-2013;DK-NOTA31186 PARKERING KBH IN;-20,50;N;27.889,39;23-05-2013
23-05-2013;DK-NOTA50449 1900 MAGASIN/FOG;-15,50;N;27.909,89;23-05-2013
23-05-2013;ATM 0012 Nykredit Lyngby;-6.000,00;N;27.925,39;23-05-2013
23-05-2013;DK-NOTA98514 VIAPLAY;-199,00;N;33.925,39;23-05-2013
22-05-2013;DK-NOTA93657 BARESSO COFFEE;-68,00;N;34.124,39;22-05-2013
22-05-2013;DK-NOTA18865 PLUS1 RØDOVRE PARK;-325,00;N;34.192,39;22-05-2013
22-05-2013;DK-NOTA89412 FØTEX RØDOVRE;-28,00;N;34.517,39;22-05-2013
22-05-2013;DIV FLYTNING;40.000,00;N;34.545,39;22-05-2013
21-05-2013;Overførsel div;2.200,00;N;-5.454,61;21-05-2013
21-05-2013;DK-NOTA76588 IKEA - 121, ECO;-1.614,00;N;-7.654,61;21-05-2013
21-05-2013;DK-NOTA54804 MUSIK-CONDITORIET;-55,00;N;-6.040,61;21-05-2013
21-05-2013;DK-NOTA20130 SUPERB BROSTYK.VEJ;-347,95;N;-5.985,61;21-05-2013
21-05-2013;DK-NOTA25882 BILLETTEN A/S;-301,45;N;-5.637,66;21-05-2013
21-05-2013;DK-NOTA59046 IKEA - 121, ECO;-1.201,00;N;-5.336,21;21-05-2013
21-05-2013;DK-NOTA72141 REMA 1000 STENGÅRD;-474,95;N;-4.135,21;21-05-2013
21-05-2013;DK-NOTA54556 MUSIK-CONDITORIET;-27,00;N;-3.660,26;21-05-2013
21-05-2013;DK-NOTA 1807 ZONETERAPICENTERET;-825,00;N;-3.633,26;21-05-2013
21-05-2013;DK-NOTA 1030 7-ELEVEN B 438;-659,57;N;-2.808,26;21-05-2013
21-05-2013;Overførsel Flyt div;3.200,00;N;-2.148,69;21-05-2013
21-05-2013;ATM 0044 Nykredit Bank;-6.000,00;N;-5.348,69;21-05-2013
17-05-2013;DK-NOTA20169 EUROPARK-2418;-10,50;N;651,31;17-05-2013
16-05-2013;HBONORDIC.COM;-79,00;N;661,81;16-05-2013
16-05-2013;DK-NOTA18559 LETZ SUSHI;-275,00;N;740,81;16-05-2013
15-05-2013;Overførsel Div;3.500,00;N;1.015,81;15-05-2013
14-05-2013;DK-NOTA26599 SHELL SERVICE;-589,31;N;-2.484,19;14-05-2013
13-05-2013;DK-NOTA82195 214 DØGNETTO GENTO;-141,75;N;-1.894,88;13-05-2013
13-05-2013;DK-NOTA11304 MCDONALD'S FAMILIE;-55,00;N;-1.753,13;13-05-2013
13-05-2013;DK-NOTA  874 7-ELEVEN B 438;-274,56;N;-1.698,13;13-05-2013
13-05-2013;DK-NOTA95260 VON FRESSEN APS;-240,00;N;-1.423,57;13-05-2013
13-05-2013;DK-NOTA87748 ASNÆS SUPERBRUGSEN;-199,80;N;-1.183,57;13-05-2013
13-05-2013;DK-NOTA 1797 ZONETERAPICENTERET;-825,00;N;-983,77;13-05-2013
13-05-2013;DK-NOTA87653 ASNÆS SUPERBRUGSEN;-231,65;N;-158,77;13-05-2013
13-05-2013;DK-NOTA41890 FÅREVEJLE SLAGTERF;-78,50;N;72,88;13-05-2013
13-05-2013;DK-NOTA 1580 7-ELEVEN B 488;-614,65;N;151,38;13-05-2013
13-05-2013;DK-NOTA18234 LETZ SUSHI;-220,00;N;766,03;13-05-2013
08-05-2013;DK-NOTA21895 TV 2/DANMARK;-119,00;N;986,03;08-05-2013
08-05-2013;Overførsel Zone;1.000,00;N;1.105,03;08-05-2013
08-05-2013;Overførsel Div;5.000,00;N;105,03;08-05-2013
07-05-2013;DK-NOTA45703 REMA 1000 FÅREVEJL;-166,15;N;-4.894,97;07-05-2013
07-05-2013;Automat  652 NORDEA BANK DANMAR;-1.000,00;N;-4.728,82;07-05-2013
06-05-2013;DK-NOTA58183 MC DONALD´S HVIDOV;-49,50;N;-3.728,82;06-05-2013
06-05-2013;DK-NOTA  686 7-ELEVEN B 438;-337,11;N;-3.679,32;06-05-2013
06-05-2013;DK-NOTA11914 SUPERB BROSTYK.VEJ;-109,95;N;-3.342,21;06-05-2013
06-05-2013;DK-NOTA22574 MCDONALD S FAMILIE;-67,00;N;-3.232,26;06-05-2013
06-05-2013;DK-NOTA45316 IKEA - 094, ECO;-109,00;N;-3.165,26;06-05-2013
06-05-2013;DK-NOTA 7246 LISBETH WESTRING;-240,00;N;-3.056,26;06-05-2013
06-05-2013;DK-NOTA58735 SPAR ORDRUP;-29,90;N;-2.816,26;06-05-2013
06-05-2013;DK-NOTA30629 CAFE BARTOF V/JOAK;-60,00;N;-2.786,36;06-05-2013
06-05-2013;DK-NOTA 1025 ELGIGANTEN 3031;-1.679,00;N;-2.726,36;06-05-2013
06-05-2013;DK-NOTA30473 CAFE BARTOF V/JOAK;-427,00;N;-1.047,36;06-05-2013
06-05-2013;DK-NOTA44687 KVICKLY HVIDOVRE;-216,25;N;-620,36;06-05-2013
06-05-2013;DK-NOTA76467 MAGASIN, LYNGBY;-200,00;N;-404,11;06-05-2013
06-05-2013;DK-NOTA33139 MAGASIN, LYNGBY;-518,95;N;-204,11;06-05-2013
06-05-2013;DK-NOTA62438 1902 KULTURHUSET L;-20,50;N;314,84;06-05-2013
06-05-2013;DK-NOTA 1785 ZONETERAPICENTERET;-825,00;N;335,34;06-05-2013
06-05-2013;DK-NOTA54911 IKEA - 121, ECO;-78,00;N;1.160,34;06-05-2013
06-05-2013;DK-NOTA19821 EUROPARK-2418;-7,50;N;1.238,34;06-05-2013
06-05-2013;DK-NOTA14693 DANSK SHELL- 1633;-589,53;N;1.245,84;06-05-2013
06-05-2013;DK-NOTA30288 CAFE BARTOF V/JOAK;-47,00;N;1.835,37;06-05-2013
06-05-2013;Overførsel Bla hamid;3.000,00;N;1.882,37;06-05-2013
03-05-2013;DK-NOTA30157 CAFE BARTOF V/JOAK;-95,00;N;-1.117,63;03-05-2013
03-05-2013;DK-NOTA34822 MIKKELLER;-180,00;N;-1.022,63;03-05-2013
03-05-2013;DK-NOTA10509 EUROPARK-132;-50,50;N;-842,63;03-05-2013
03-05-2013;DK-NOTA98289 FAKTA 409;-75,45;N;-792,13;03-05-2013
02-05-2013;DK-NOTA55842 CAFE DIVINO I/S;-500,00;N;-716,68;02-05-2013
01-05-2013;DK-NOTA18099 LETZ SUSHI;-225,00;N;-216,68;01-05-2013
01-05-2013;NETFLIX.COM;-79,00;N;8,32;01-05-2013
01-05-2013;DK-NOTA 6584 PARKERING KBH KA;-30,50;N;87,32;01-05-2013
30-04-2013;Fremmed automat i åbningstid;-8,00;N;117,82;30-04-2013
30-04-2013;Overførsel div;1.000,00;N;125,82;30-04-2013
29-04-2013;DK-NOTA72494 214 DØGNETTO GENTO;-87,85;N;-874,18;29-04-2013
29-04-2013;DK-NOTA83965 COSTA SMERALDA;-42,00;N;-786,33;29-04-2013
29-04-2013;DK-NOTA  472 7-ELEVEN B 438;-567,58;N;-744,33;29-04-2013
29-04-2013;DK-NOTA 7871 SUPERB BROSTYK.VEJ;-77,00;N;-176,75;29-04-2013
29-04-2013;DK-NOTA30513 PARKERING KBH IN;-85,50;N;-99,75;29-04-2013
29-04-2013;DK-NOTA13508 REST. INDUS 11;-165,00;N;-14,25;29-04-2013
29-04-2013;DK-NOTA32826 IRMA STENGÅRDS A;-209,75;N;150,75;29-04-2013
25-04-2013;DK-NOTA29843 KORN BAGERI S.M.B.;-65,00;N;360,50;25-04-2013
25-04-2013;Overførsel div;2.500,00;N;425,50;25-04-2013
25-04-2013;DK-NOTA 1776 ZONETERAPICENTERET;-825,00;N;-2.074,50;25-04-2013
25-04-2013;DK-NOTA92048 FAKTA 409;-178,15;N;-1.249,50;25-04-2013
25-04-2013;Automat  194 NORDEA BANK DANMAR;-1.000,00;N;-1.071,35;25-04-2013
24-04-2013;DK-NOTA 6558 PARKERING KBH KA;-25,50;N;-71,35;24-04-2013
23-04-2013;DK-NOTA 4680 OMAKASE SUSHI V/SI;-230,00;N;-45,85;23-04-2013
23-04-2013;DK-NOTA94858 VIAPLAY;-199,00;N;184,15;23-04-2013
23-04-2013;DK-NOTA90493 FAKTA 409;-56,20;N;383,15;23-04-2013
23-04-2013;Overførsel div;2.000,00;N;439,35;23-04-2013
22-04-2013;DK-NOTA64013 MCDONALD'S FAMILIE;-57,50;N;-1.560,65;22-04-2013
22-04-2013;DK-NOTA27542 KVICKLY HVIDOVRE;-197,15;N;-1.503,15;22-04-2013
22-04-2013;DK-NOTA23423 PARKERING KBH IØ;-35,50;N;-1.306,00;22-04-2013
22-04-2013;DK-NOTA12775 PARKERING KBH KA;-40,50;N;-1.270,50;22-04-2013
22-04-2013;DK-NOTA19473 EUROPARK-2418;-10,50;N;-1.230,00;22-04-2013
22-04-2013;DK-NOTA 1063 7-ELEVEN B 438;-630,75;N;-1.219,50;22-04-2013
19-04-2013;DK-NOTA27342 CAFE BARTOF V/JOAK;-227,00;N;-588,75;19-04-2013
19-04-2013;DK-NOTA 1765 ZONETERAPICENTERET;-825,00;N;-361,75;19-04-2013
19-04-2013;DK-NOTA27266 CAFE BARTOF V/JOAK;-30,00;N;463,25;19-04-2013
19-04-2013;DK-NOTA8-103 NBT.DK;-201,45;N;493,25;19-04-2013
17-04-2013;DK-NOTA26479 KVICKLY HVIDOVRE;-157,10;N;694,70;17-04-2013
17-04-2013;DK-NOTA 4450 OMAKASE SUSHI V/SI;-230,00;N;851,80;17-04-2013
15-04-2013;DK-NOTA20146 TANK KAI DIGE BACH;-50,20;N;1.081,80;15-04-2013
15-04-2013;DK-NOTA46897 SHELL SERVICE;-525,30;N;1.132,00;15-04-2013
15-04-2013;DK-NOTA46919 KRUDTTØNDEN;-240,00;N;1.657,30;15-04-2013
15-04-2013;Overførsel Div;7.000,00;N;1.897,30;15-04-2013
12-04-2013;DK-NOTA83399 SUPERBEST, ØSTERBR;-189,40;N;-5.102,70;12-04-2013
12-04-2013;DK-NOTA51081 Z-SUSHI;-236,00;N;-4.913,30;12-04-2013
12-04-2013;DK-NOTA19266 EUROPARK-2418;-90,50;N;-4.677,30;12-04-2013
12-04-2013;DK-NOTA78109 FØTEX LAUTRUP CENT;-272,57;N;-4.586,80;12-04-2013
12-04-2013;Automat  714 NORDEA BANK DANMAR;-1.000,00;N;-4.314,23;12-04-2013
11-04-2013;DK-NOTA11634 PARKERING KBH IN;-17,50;N;-3.314,23;11-04-2013
11-04-2013;DK-NOTA 6497 PARKERING KBH KA;-40,50;N;-3.296,73;11-04-2013
11-04-2013;HBONORDIC.COM;-79,00;N;-3.256,23;11-04-2013
11-04-2013;DK-NOTA 1759 ZONETERAPICENTERET;-550,00;N;-3.177,23;11-04-2013
10-04-2013;DK-NOTA 2277 ARTISTKOKKEN CAFE;-98,00;N;-2.627,23;10-04-2013
09-04-2013;DK-NOTA23487 KVICKLY HVIDOVRE;-311,56;N;-2.529,23;09-04-2013
08-04-2013;DK-NOTA44394 NETTO VANGEDE;-77,92;N;-2.217,67;08-04-2013
08-04-2013;DK-NOTA  675 MCDONALD'S FAMILIE;-57,50;N;-2.139,75;08-04-2013
